Vatten-ID	Namn Vatten	Huvudavrinningsområde	Län	Kommun(er)	Distrikt	Vattenkategori	Vattnet är vattenförekomst/övrigt vatten	Vattentyp - Sjö	Limnisk vattentypsregion	Medeldjup (m)	Alkalinitet (mekv/l)	Humus (mg Pt/l)
SE704136-141258	Mussjön	Indalsälven - SE40000	Jämtland - 23	Krokom - 2309	Bottenhavet	LW	Vattenförekomst	3---	3			
SE675086-155236	Ycklaren	Testeboån - SE51000	Gävleborg - 21	Ockelbo - 2101	Bottenhavet	LW	Vattenförekomst	2---	2			
SE705072-134684	Krångtjärnen	Indalsälven - SE40000	Jämtland - 23	Åre - 2321	Bottenhavet	LW	Vattenförekomst	3---	3			
SE684601-158140	Semmensjön	Kustområde - SE44045	Gävleborg - 21	Hudiksvall - 2184	Bottenhavet	LW	Vattenförekomst	2---	2			
SE685635-131076	Holmsjön	Dalälven - SE53000	Dalarna - 20	Älvdalen - 2039	Bottenhavet	LW	Vattenförekomst	3---	3			
SE700063-139885	Dalsjön	Indalsälven - SE40000	Jämtland - 23	Åre - 2321	Bottenhavet	LW	Vattenförekomst	3---	3			
SE690966-133209	Flåtjärnen / Geardegstjonne / Geartohkstjåånne	Göta älv - SE108000	Jämtland - 23	Härjedalen - 2361	Bottenhavet	LW	Vattenförekomst	4---	4			
SE685684-143872	Tyckeln	Ljusnan - SE48000	Jämtland - 23, Gävleborg - 21	Härjedalen - 2361, Ljusdal - 2161	Bottenhavet	LW	Vattenförekomst	3---	3			
SE715733-143706	Gubbelsjön / Stoere Gåeblie	Ångermanälven - SE38000	Jämtland - 23	Strömsund - 2313	Bottenhavet	LW	Vattenförekomst	3---	3			
SE699202-153040	Mannsjön	Indalsälven - SE40000	Jämtland - 23	Bräcke - 2305, Ragunda - 2303	Bottenhavet	LW	Vattenförekomst	3---	3			
SE700135-161219	Gålsjön	Kustområde - SE37038	Västernorrland - 22	Kramfors - 2282	Bottenhavet	LW	Vattenförekomst	3MLB	3	M	L	B
SE694987-150356	Kroktjärnen	Ljungan - SE42000	Västernorrland - 22	Ånge - 2260	Bottenhavet	LW	Vattenförekomst	3-L-	3		L	
SE709040-140174	Ruckeltjärnarna	Indalsälven - SE40000	Jämtland - 23	Krokom - 2309	Bottenhavet	LW	Vattenförekomst	3---	3			
SE680290-149208	Västra Hommatjärnen	Ljusnan - SE48000	Gävleborg - 21	Ovanåker - 2121	Bottenhavet	LW	Vattenförekomst	2---	2			
SE681746-142792	Norra Rensjön	Dalälven - SE53000	Dalarna - 20	Orsa - 2034	Bottenhavet	LW	Vattenförekomst	3---	3			
SE710835-164269	Lögdasundsselet	Lögdeälven - SE32000	Västerbotten - 24	Åsele - 2463	Bottenhavet	LW	Vattenförekomst	3-LB	3		L	B
SE696984-150649	Hucksjön	Ljungan - SE42000	Jämtland - 23	Bräcke - 2305	Bottenhavet	LW	Vattenförekomst	3---	3			
SE697821-138804	Ytterst-Busjön	Ljungan - SE42000	Jämtland - 23	Berg - 2326	Bottenhavet	LW	Vattenförekomst	3---	3			
SE704191-151105	Östvattnet	Ångermanälven - SE38000	Västernorrland - 22	Sollefteå - 2283	Bottenhavet	LW	Vattenförekomst	3-L-	3		L	
SE705142-157229	Juvansjön	Ångermanälven - SE38000	Västernorrland - 22	Sollefteå - 2283, Örnsköldsvik - 2284	Bottenhavet	LW	Vattenförekomst	3-L-	3		L	
SE676721-143364	Orsasjön	Dalälven - SE53000	Dalarna - 20	Mora - 2062, Orsa - 2034	Bottenhavet	LW	Vattenförekomst	2---	2			
SE677969-156511	Sörbränningen	Kustområde - SE48049	Gävleborg - 21	Söderhamn - 2182	Bottenhavet	LW	Vattenförekomst	2M--	2	M		
SE708498-150301	Stor-Hössjön	Ångermanälven - SE38000	Jämtland - 23	Strömsund - 2313	Bottenhavet	LW	Vattenförekomst	3---	3			
SE709434-138937	Tjåurejaure	Indalsälven - SE40000	Jämtland - 23	Krokom - 2309	Bottenhavet	LW	Vattenförekomst	4---	4			
SE693071-154917	Nästjärnen	Selångersån - SE41000	Västernorrland - 22	Sundsvall - 2281	Bottenhavet	LW	Vattenförekomst	3ML-	3	M	L	
SE706764-133094	Lakatjärnen	Indalsälven - SE40000	Jämtland - 23	Åre - 2321	Bottenhavet	LW	Vattenförekomst	3---	3			
SE686865-133034	Hösthån	Dalälven - SE53000	Dalarna - 20	Älvdalen - 2039	Bottenhavet	LW	Vattenförekomst	3---	3			
SE719338-142567	Ankarvattnet	Ångermanälven - SE38000	Jämtland - 23	Strömsund - 2313	Bottenhavet	LW	Vattenförekomst	3---	3			
SE701616-157714	Bergsjön	Ångermanälven - SE38000	Västernorrland - 22	Sollefteå - 2283	Bottenhavet	LW	Vattenförekomst	3MLB	3	M	L	B
SE689652-151183	Stor-Valsjön	Delångersån - SE45000	Gävleborg - 21	Hudiksvall - 2184, Ljusdal - 2161	Bottenhavet	LW	Vattenförekomst	3G--	3	G		
SE690837-154126	Grantjärnen	Ljungan - SE42000	Västernorrland - 22	Sundsvall - 2281	Bottenhavet	LW	Vattenförekomst	3-L-	3		L	
SE703614-149500	Stor-Laxsjön	Indalsälven - SE40000	Jämtland - 23	Ragunda - 2303, Strömsund - 2313	Bottenhavet	LW	Vattenförekomst	3---	3			
SE683046-147946	Lången	Ljusnan - SE48000	Gävleborg - 21	Ljusdal - 2161, Ovanåker - 2121	Bottenhavet	LW	Vattenförekomst	3---	3			
SE714907-146368	Yttre Långvattnet	Ångermanälven - SE38000	Jämtland - 23	Strömsund - 2313	Bottenhavet	LW	Vattenförekomst	3---	3			
SE698571-160932	Bålsjön	Kustområde - SE37038	Västernorrland - 22	Kramfors - 2282	Bottenhavet	LW	Vattenförekomst	2-L-	2		L	
SE699639-138256	Hanasjön	Indalsälven - SE40000	Jämtland - 23	Berg - 2326, Åre - 2321	Bottenhavet	LW	Vattenförekomst	3---	3			
SE683120-154174	Lill-Nien	Nianån - SE46000	Gävleborg - 21	Bollnäs - 2183, Hudiksvall - 2184	Bottenhavet	LW	Vattenförekomst	2---	2			
SE698652-149172	Holmsjön	Ljungan - SE42000	Jämtland - 23	Bräcke - 2305	Bottenhavet	LW	Vattenförekomst	3---	3			
SE715039-145106	WA92522419	Ångermanälven - SE38000	Jämtland - 23	Strömsund - 2313	Bottenhavet	LW	Vattenförekomst	3---	3			
SE697853-156942	Vällingsjön	Ångermanälven - SE38000	Västernorrland - 22	Härnösand - 2280, Sollefteå - 2283	Bottenhavet	LW	Vattenförekomst	3MLK	3	M	L	K
SE676807-152866	Bresiljorna	Testeboån - SE51000	Gävleborg - 21	Bollnäs - 2183, Ockelbo - 2101	Bottenhavet	LW	Vattenförekomst	3---	3			
SE706004-165332	Flyggsjön	Husån - SE33000	Västernorrland - 22	Örnsköldsvik - 2284	Bottenhavet	LW	Vattenförekomst	2-L-	2		L	
SE706835-156437	Rosjön	Ångermanälven - SE38000	Västernorrland - 22	Sollefteå - 2283	Bottenhavet	LW	Vattenförekomst	3-L-	3		L	
SE707712-150166	Malmsjön	Ångermanälven - SE38000	Jämtland - 23	Strömsund - 2313	Bottenhavet	LW	Vattenförekomst	3---	3			
SE693178-155983	Norasjön	Selångersån - SE41000	Västernorrland - 22	Sundsvall - 2281	Bottenhavet	LW	Vattenförekomst	2-L-	2		L	
SE694473-150869	Västanå-Grössjön	Ljungan - SE42000	Västernorrland - 22	Ånge - 2260	Bottenhavet	LW	Vattenförekomst	3-L-	3		L	
SE710345-145426	Lillsjön	Indalsälven - SE40000	Jämtland - 23	Krokom - 2309	Bottenhavet	LW	Vattenförekomst	3---	3			
SE688266-148525	Örasjön	Ljusnan - SE48000	Gävleborg - 21	Ljusdal - 2161	Bottenhavet	LW	Vattenförekomst	3M--	3	M		
SE704749-146241	Fyringssjön	Indalsälven - SE40000	Jämtland - 23	Strömsund - 2313, Östersund - 2380	Bottenhavet	LW	Vattenförekomst	3---	3			
SE722446-148399	Nedre Gailanjaure	Ångermanälven - SE38000	Västerbotten - 24	Vilhelmina - 2462	Bottenhavet	LW	Vattenförekomst	4-LK	4		L	K
SE674564-141161	Drafsen	Dalälven - SE53000	Dalarna - 20	Mora - 2062	Bottenhavet	LW	Vattenförekomst	3---	3			
SE708891-562290	Tomasselet	Ångermanälven - SE38000	Jämtland - 23	Strömsund - 2313	Bottenhavet	LW	Preliminär vattenförekomst	3---	3			
SE690896-148633	Stora Ensjöloken	Ljusnan - SE48000	Gävleborg - 21	Ljusdal - 2161	Bottenhavet	LW	Vattenförekomst	3---	3			
SE692183-135258	Gaveltjärnen	Ljusnan - SE48000	Jämtland - 23	Härjedalen - 2361	Bottenhavet	LW	Vattenförekomst	3---	3			
SE707265-151990	Dragasjön	Ångermanälven - SE38000	Jämtland - 23	Strömsund - 2313	Bottenhavet	LW	Vattenförekomst	3---	3			
SE668332-153847	Vatebosjön	Dalälven - SE53000	Dalarna - 20	Avesta - 2084	Bottenhavet	LW	Vattenförekomst	2---	2			
SE699711-138416	Rörtjärnen	Indalsälven - SE40000	Jämtland - 23	Berg - 2326	Bottenhavet	LW	Vattenförekomst	3---	3			
SE700844-139934	Ertjärnen	Indalsälven - SE40000	Jämtland - 23	Åre - 2321	Bottenhavet	LW	Vattenförekomst	3---	3			
SE710752-141742	Rengen	Indalsälven - SE40000	Jämtland - 23	Krokom - 2309	Bottenhavet	LW	Vattenförekomst	3D--	3	D		
SE718156-156107	Bäsksjön	Ångermanälven - SE38000	Västerbotten - 24	Vilhelmina - 2462	Bottenhavet	LW	Vattenförekomst	3GLB	3	G	L	B
SE687556-153388	Övre Fläsmasjön	Delångersån - SE45000	Gävleborg - 21	Hudiksvall - 2184	Bottenhavet	LW	Vattenförekomst	2---	2			
SE720665-148267	Kultsjön	Ångermanälven - SE38000	Västerbotten - 24	Vilhelmina - 2462	Bottenhavet	LW	Vattenförekomst	3DLK	3	D	L	K
SE724260-148805	Gismessjön	Ångermanälven - SE38000	Västerbotten - 24	Vilhelmina - 2462	Bottenhavet	LW	Vattenförekomst	3-LK	3		L	K
SE702208-158047	Ållsjön	Ångermanälven - SE38000	Västernorrland - 22	Sollefteå - 2283	Bottenhavet	LW	Vattenförekomst	2GL-	2	G	L	
SE703229-159411	Holmsjön	Nätraån - SE37000	Västernorrland - 22	Örnsköldsvik - 2284	Bottenhavet	LW	Vattenförekomst	2-L-	2		L	
SE697412-149035	Lillsjön	Ljungan - SE42000	Jämtland - 23	Bräcke - 2305	Bottenhavet	LW	Vattenförekomst	3---	3			
SE698249-138267	Buhösten	Ljungan - SE42000	Jämtland - 23	Berg - 2326	Bottenhavet	LW	Vattenförekomst	3---	3			
SE711487-163548	Sjultjärnen	Lögdeälven - SE32000	Västerbotten - 24	Åsele - 2463	Bottenhavet	LW	Vattenförekomst	3-LB	3		L	B
SE677081-157210	Lillsjön	Skärjån - SE49000	Gävleborg - 21	Gävle - 2180	Bottenhavet	LW	Vattenförekomst	2---	2			
SE678352-146393	Oresjön	Dalälven - SE53000	Dalarna - 20	Rättvik - 2031	Bottenhavet	LW	Vattenförekomst	3---	3			
SE687247-143063	Öster-Bodsjön	Ljusnan - SE48000	Jämtland - 23	Härjedalen - 2361	Bottenhavet	LW	Vattenförekomst	3---	3			
SE720081-143652	Gatojaure / Gähtoenjaevrie	Ångermanälven - SE38000	Jämtland - 23	Strömsund - 2313	Bottenhavet	LW	Vattenförekomst	3---	3			
SE701931-162635	Drömmesjön	Nätraån - SE37000	Västernorrland - 22	Örnsköldsvik - 2284	Bottenhavet	LW	Vattenförekomst	2MLB	2	M	L	B
SE691125-149345	Mellansjön	Ljungan - SE42000	Gävleborg - 21	Ljusdal - 2161	Bottenhavet	LW	Vattenförekomst	3---	3			
SE703903-160216	Rödtjärnen	Moälven - SE36000	Västernorrland - 22	Örnsköldsvik - 2284	Bottenhavet	LW	Vattenförekomst	3MLB	3	M	L	B
SE704924-147768	Vågarna	Indalsälven - SE40000	Jämtland - 23	Strömsund - 2313	Bottenhavet	LW	Vattenförekomst	3---	3			
SE683377-153277	Stora Dalsjön	Ljusnan - SE48000	Gävleborg - 21	Bollnäs - 2183, Ljusdal - 2161	Bottenhavet	LW	Vattenförekomst	3---	3			
SE723536-470867	Fremsjön	Ångermanälven - SE38000	Västerbotten - 24	Vilhelmina - 2462	Bottenhavet	LW	Vattenförekomst	4-LK	4		L	K
SE698861-139624	Hån	Indalsälven - SE40000	Jämtland - 23	Berg - 2326	Bottenhavet	LW	Vattenförekomst	4---	4			
SE699905-144261	Höktjärnen	Indalsälven - SE40000	Jämtland - 23	Östersund - 2380	Bottenhavet	LW	Vattenförekomst	3---	3			
SE715253-147000	Stensjön	Ångermanälven - SE38000	Jämtland - 23	Strömsund - 2313	Bottenhavet	LW	Vattenförekomst	3---	3			
SE668668-153333	Lumsen	Dalälven - SE53000	Dalarna - 20	Avesta - 2084	Bottenhavet	LW	Vattenförekomst	2---	2			
SE686436-142735	Gröningen	Ljusnan - SE48000	Jämtland - 23	Härjedalen - 2361	Bottenhavet	LW	Vattenförekomst	3---	3			
SE673066-155903	Fäbodtärnan	Gavleån - SE52000	Gävleborg - 21	Gävle - 2180	Bottenhavet	LW	Vattenförekomst	2---	2			
SE716670-153744	Insjön	Ångermanälven - SE38000	Västerbotten - 24	Vilhelmina - 2462	Bottenhavet	LW	Vattenförekomst	3-LB	3		L	B
SE702436-142662	Trollsåstjärnen	Indalsälven - SE40000	Jämtland - 23	Krokom - 2309	Bottenhavet	LW	Vattenförekomst	3---	3			
SE710529-141301	Skogsjön	Indalsälven - SE40000	Jämtland - 23	Krokom - 2309	Bottenhavet	LW	Vattenförekomst	3---	3			
SE711660-146357	Stor-Örevattnet	Ångermanälven - SE38000	Jämtland - 23	Strömsund - 2313	Bottenhavet	LW	Vattenförekomst	3---	3			
SE695602-147429	Öster-Märlingen	Ljungan - SE42000	Jämtland - 23	Bräcke - 2305	Bottenhavet	LW	Vattenförekomst	3---	3			
SE697513-133789	Stainekentjånne / Stankentjånne	Ljungan - SE42000	Jämtland - 23	Berg - 2326	Bottenhavet	LW	Vattenförekomst	4---	4			
SE698378-146807	Sundsjön	Ljungan - SE42000	Jämtland - 23	Bräcke - 2305	Bottenhavet	LW	Vattenförekomst	3---	3			
SE714451-159236	Vaksjön	Lögdeälven - SE32000	Västerbotten - 24	Åsele - 2463	Bottenhavet	LW	Vattenförekomst	3-LB	3		L	B
SE674761-154550	Mångeln	Testeboån - SE51000	Gävleborg - 21	Ockelbo - 2101	Bottenhavet	LW	Vattenförekomst	2G--	2	G		
SE694049-160338	Sjösjön	Kustområde - SE39040	Västernorrland - 22	Härnösand - 2280	Bottenhavet	LW	Vattenförekomst	2-L-	2		L	
SE706511-137622	Finningen	Indalsälven - SE40000	Jämtland - 23	Krokom - 2309, Åre - 2321	Bottenhavet	LW	Vattenförekomst	3---	3			
SE708254-141488	Stor-Bakvattnet	Indalsälven - SE40000	Jämtland - 23	Krokom - 2309	Bottenhavet	LW	Vattenförekomst	3---	3			
SE691171-140779	Håsjön	Ljusnan - SE48000	Jämtland - 23	Härjedalen - 2361	Bottenhavet	LW	Vattenförekomst	3---	3			
SE705718-155357	Lill-Bysjön	Ångermanälven - SE38000	Västernorrland - 22	Sollefteå - 2283	Bottenhavet	LW	Vattenförekomst	3-L-	3		L	
SE699945-134923	Kroktjärnarna / Geelkenaesjällanjaevrien	Indalsälven - SE40000	Jämtland - 23	Åre - 2321	Bottenhavet	LW	Vattenförekomst	4---	4			
SE701355-146769	Sännsjön	Indalsälven - SE40000	Jämtland - 23	Östersund - 2380	Bottenhavet	LW	Vattenförekomst	3---	3			
SE718700-145401	Saxaborgaflyn	Ångermanälven - SE38000	Jämtland - 23	Strömsund - 2313	Bottenhavet	LW	Vattenförekomst	3---	3			
SE671615-145672	Annsjön	Dalälven - SE53000	Dalarna - 20	Gagnef - 2026	Bottenhavet	LW	Vattenförekomst	3---	3			
SE672727-148594	Grycken	Dalälven - SE53000	Dalarna - 20	Falun - 2080	Bottenhavet	LW	Vattenförekomst	2M--	2	M		
SE725415-146311	Båtsjön	Vapstälven - SE115000	Västerbotten - 24	Vilhelmina - 2462	Bottenhavet	LW	Vattenförekomst	3-LK	3		L	K
SE721235-143709	Dajmanjaureh	Ångermanälven - SE38000	Jämtland - 23	Strömsund - 2313	Bottenhavet	LW	Vattenförekomst	3---	3			
SE689365-146947	Grytsjön	Ljungan - SE42000	Jämtland - 23	Härjedalen - 2361	Bottenhavet	LW	Vattenförekomst	3---	3			
SE702475-157647	Backsjön	Ångermanälven - SE38000	Västernorrland - 22	Sollefteå - 2283	Bottenhavet	LW	Vattenförekomst	3GLB	3	G	L	B
SE681387-149401	Fullen	Ljusnan - SE48000	Gävleborg - 21	Ovanåker - 2121	Bottenhavet	LW	Vattenförekomst	3---	3			
SE697612-159368	Väster-Hansjön	Kustområde - SE38039	Västernorrland - 22	Kramfors - 2282	Bottenhavet	LW	Vattenförekomst	2-LB	2		L	B
SE712897-146086	Stor-Ringsjön	Ångermanälven - SE38000	Jämtland - 23	Strömsund - 2313	Bottenhavet	LW	Vattenförekomst	3---	3			
SE698433-162496	Vedasjön	Kustområde - SE37038	Västernorrland - 22	Kramfors - 2282	Bottenhavet	LW	Preliminär vattenförekomst	2---	2			
SE667416-152024	Nävden	Dalälven - SE53000	Dalarna - 20	Avesta - 2084	Bottenhavet	LW	Vattenförekomst	2---	2			
SE684947-131572	Abborrtjärnen	Dalälven - SE53000	Dalarna - 20	Älvdalen - 2039	Bottenhavet	LW	Vattenförekomst	3---	3			
SE685910-146217	Norra Stensjön	Ljusnan - SE48000	Jämtland - 23	Härjedalen - 2361	Bottenhavet	LW	Vattenförekomst	3---	3			
SE716048-158395	Järvsjön	Lögdeälven - SE32000	Västerbotten - 24	Vilhelmina - 2462	Bottenhavet	LW	Vattenförekomst	3-LB	3		L	B
SE710717-416645	Björkvattnet	Indalsälven - SE40000	Jämtland - 23	Krokom - 2309, Åre - 2321	Bottenhavet	LW	Vattenförekomst	3---	3			
SE700383-147160	Baksjön	Indalsälven - SE40000	Jämtland - 23	Östersund - 2380	Bottenhavet	LW	Vattenförekomst	3---	3			
SE679196-151996	Abborrtjärnen	Ljusnan - SE48000	Gävleborg - 21	Bollnäs - 2183	Bottenhavet	LW	Vattenförekomst	2---	2			
SE695202-150699	StorAvan	Ljungan - SE42000	Västernorrland - 22	Ånge - 2260	Bottenhavet	LW	Vattenförekomst	3-LB	3		L	B
SE710137-149118	Järilvattnet	Ångermanälven - SE38000	Jämtland - 23	Strömsund - 2313	Bottenhavet	LW	Vattenförekomst	3---	3			
SE680684-150271	Muckeltjärn	Ljusnan - SE48000	Gävleborg - 21	Ovanåker - 2121	Bottenhavet	LW	Vattenförekomst	2G--	2	G		
SE698002-138045	Lill-Lövsjön	Ljungan - SE42000	Jämtland - 23	Berg - 2326	Bottenhavet	LW	Vattenförekomst	3---	3			
SE711109-162391	Viskasjön	Gideälven - SE34000	Västerbotten - 24	Åsele - 2463	Bottenhavet	LW	Vattenförekomst	3-LB	3		L	B
SE675456-151970	Aven	Gavleån - SE52000	Dalarna - 20	Falun - 2080	Bottenhavet	LW	Vattenförekomst	3---	3			
SE703215-362836	Lillsjön	Indalsälven - SE40000	Jämtland - 23	Åre - 2321	Bottenhavet	LW	Preliminär vattenförekomst	3---	3			
SE691778-134857	Östesttjärnen	Ljusnan - SE48000	Jämtland - 23	Härjedalen - 2361	Bottenhavet	LW	Vattenförekomst	3---	3			
SE705347-169107	Storsjön	Kustområde - SE30031	Västerbotten - 24	Nordmaling - 2401	Bottenhavet	LW	Vattenförekomst	2-LB	2		L	B
SE691913-143697	Rammsjön	Ljusnan - SE48000	Jämtland - 23	Berg - 2326	Bottenhavet	LW	Vattenförekomst	3---	3			
SE707055-167290	Orrmyrträsket	Leduån - SE31000	Västerbotten - 24	Nordmaling - 2401	Bottenhavet	LW	Vattenförekomst	3-LB	3		L	B
SE725614-146210	Virisen	Vapstälven - SE115000	Västerbotten - 24	Storuman - 2421, Vilhelmina - 2462	Bottenhavet	LW	Vattenförekomst	3-LK	3		L	K
SE704535-145371	Stortjärnen	Indalsälven - SE40000	Jämtland - 23	Östersund - 2380	Bottenhavet	LW	Vattenförekomst	3---	3			
SE700543-155787	Helgumssjön	Ångermanälven - SE38000	Västernorrland - 22	Sollefteå - 2283	Bottenhavet	LW	Vattenförekomst	2ML-	2	M	L	
SE716188-145543	WA17069279	Ångermanälven - SE38000	Jämtland - 23	Strömsund - 2313	Bottenhavet	LW	Vattenförekomst	3---	3			
SE685942-141084	Tjärnen	Ljusnan - SE48000	Jämtland - 23	Härjedalen - 2361	Bottenhavet	LW	Vattenförekomst	3---	3			
SE701991-161576	Grätnässjön	Nätraån - SE37000	Västernorrland - 22	Örnsköldsvik - 2284	Bottenhavet	LW	Vattenförekomst	2MLB	2	M	L	B
SE720244-143325	Grundsjön	Ångermanälven - SE38000	Jämtland - 23	Strömsund - 2313	Bottenhavet	LW	Vattenförekomst	3---	3			
SE703052-159132	Rävsjön	Nätraån - SE37000	Västernorrland - 22	Örnsköldsvik - 2284	Bottenhavet	LW	Vattenförekomst	3-L-	3		L	
SE680789-150100	Ullungen	Ljusnan - SE48000	Gävleborg - 21	Ovanåker - 2121	Bottenhavet	LW	Vattenförekomst	2G--	2	G		
SE710209-137220	Buregaisenjaure	Indalsälven - SE40000	Jämtland - 23	Åre - 2321	Bottenhavet	LW	Vattenförekomst	4---	4			
SE711183-154068	Ullsjön	Ångermanälven - SE38000	Västerbotten - 24	Dorotea - 2425	Bottenhavet	LW	Vattenförekomst	3-LB	3		L	B
SE696246-155064	Dackefäbodtjärnen	Indalsälven - SE40000	Västernorrland - 22	Sundsvall - 2281	Bottenhavet	LW	Vattenförekomst	3-L-	3		L	
SE698978-148632	Nörder-Knackåstjärnen	Ljungan - SE42000	Jämtland - 23	Bräcke - 2305	Bottenhavet	LW	Vattenförekomst	3---	3			
SE715427-143161	Storvattnet	Ångermanälven - SE38000	Jämtland - 23	Strömsund - 2313	Bottenhavet	LW	Vattenförekomst	3---	3			
SE675536-151502	Svarten	Gavleån - SE52000	Dalarna - 20	Falun - 2080	Bottenhavet	LW	Vattenförekomst	3---	3			
SE677178-156659	Stor-Skärjan	Skärjån - SE49000	Gävleborg - 21	Söderhamn - 2182	Bottenhavet	LW	Vattenförekomst	2---	2			
SE693542-147953	Stor-Grinsjön	Ljungan - SE42000	Västernorrland - 22	Ånge - 2260	Bottenhavet	LW	Vattenförekomst	3-L-	3		L	
SE694806-141776	Skålsjön	Ljungan - SE42000	Jämtland - 23	Berg - 2326	Bottenhavet	LW	Vattenförekomst	3G--	3	G		
SE706190-165534	Karlsvattnet	Husån - SE33000	Västernorrland - 22	Örnsköldsvik - 2284	Bottenhavet	LW	Vattenförekomst	2ML-	2	M	L	
SE708826-140444	Långtjärnen	Indalsälven - SE40000	Jämtland - 23	Krokom - 2309	Bottenhavet	LW	Vattenförekomst	3---	3			
SE695691-150403	Nedre Bodsjön	Ljungan - SE42000	Jämtland - 23	Bräcke - 2305	Bottenhavet	LW	Vattenförekomst	3---	3			
SE709711-143570	Storflyn	Indalsälven - SE40000	Jämtland - 23	Krokom - 2309	Bottenhavet	LW	Vattenförekomst	3---	3			
SE710621-137404	Sjaulejaure	Indalsälven - SE40000	Jämtland - 23	Åre - 2321	Bottenhavet	LW	Vattenförekomst	3---	3			
SE696768-136887	Neder-Sölvbacktjärnen	Ljungan - SE42000	Jämtland - 23	Berg - 2326	Bottenhavet	LW	Vattenförekomst	3---	3			
SE688663-158260	Yttre Dösjön	Kustområde - SE42043	Gävleborg - 21	Nordanstig - 2132	Bottenhavet	LW	Vattenförekomst	2---	2			
SE689989-146645	Busjön	Ljungan - SE42000	Jämtland - 23	Härjedalen - 2361	Bottenhavet	LW	Vattenförekomst	3---	3			
SE723065-146574	Ransarn	Ångermanälven - SE38000	Västerbotten - 24	Vilhelmina - 2462	Bottenhavet	LW	Vattenförekomst	3DLK	3	D	L	K
SE672346-148906	Varpan	Dalälven - SE53000	Dalarna - 20	Falun - 2080	Bottenhavet	LW	Vattenförekomst	2---	2			
SE723334-149900	Söjnesselet	Ångermanälven - SE38000	Västerbotten - 24	Vilhelmina - 2462	Bottenhavet	LW	Vattenförekomst	3-LK	3		L	K
SE683557-142142	Gössjön	Ljusnan - SE48000	Jämtland - 23	Härjedalen - 2361	Bottenhavet	LW	Vattenförekomst	3---	3			
SE698085-138462	Västest-Busjön	Ljungan - SE42000	Jämtland - 23	Berg - 2326	Bottenhavet	LW	Vattenförekomst	3---	3			
SE699044-138008	Finnsjöarna	Indalsälven - SE40000	Jämtland - 23	Berg - 2326	Bottenhavet	LW	Vattenförekomst	4---	4			
SE668910-156800	Hedesundafjärden	Dalälven - SE53000	Gävleborg - 21, Uppsala - 03	Gävle - 2180, Heby - 0331	Bottenhavet	LW	Vattenförekomst	2---	2			
SE699987-162148	Stor-Vamsjön	Kustområde - SE37038	Västernorrland - 22	Kramfors - 2282	Bottenhavet	LW	Vattenförekomst	2ML-	2	M	L	
SE701444-138538	Sönner-Djupsjön	Indalsälven - SE40000	Jämtland - 23	Krokom - 2309, Åre - 2321	Bottenhavet	LW	Vattenförekomst	3---	3			
SE715517-143451	Seeksegejaevrie	Ångermanälven - SE38000	Jämtland - 23	Strömsund - 2313	Bottenhavet	LW	Vattenförekomst	3---	3			
SE694848-142751	Hålen	Ljungan - SE42000	Jämtland - 23	Berg - 2326	Bottenhavet	LW	Vattenförekomst	3M--	3	M		
SE709760-164361	Lill-Viskatjärnen	Lögdeälven - SE32000	Västerbotten - 24	Bjurholm - 2403	Bottenhavet	LW	Vattenförekomst	3-LB	3		L	B
SE710710-138779	Guotelejaure	Indalsälven - SE40000	Jämtland - 23	Krokom - 2309	Bottenhavet	LW	Vattenförekomst	4---	4			
SE681540-137835	Bodtjärn	Dalälven - SE53000	Dalarna - 20	Älvdalen - 2039	Bottenhavet	LW	Vattenförekomst	3---	3			
SE682873-139501	Broksjön	Dalälven - SE53000	Dalarna - 20	Älvdalen - 2039	Bottenhavet	LW	Vattenförekomst	3---	3			
SE711810-158168	Bomsjön	Ångermanälven - SE38000	Västerbotten - 24	Åsele - 2463	Bottenhavet	LW	Vattenförekomst	3-LB	3		L	B
SE696819-151120	Åsjön	Ljungan - SE42000	Jämtland - 23	Bräcke - 2305	Bottenhavet	LW	Vattenförekomst	3---	3			
SE697667-150803	Öster-Rörtjärnen	Ljungan - SE42000	Jämtland - 23	Bräcke - 2305	Bottenhavet	LW	Vattenförekomst	3M--	3	M		
SE674969-140052	Stor-Häsjen	Dalälven - SE53000	Dalarna - 20	Malung-Sälen - 2023, Mora - 2062	Bottenhavet	LW	Vattenförekomst	3---	3			
SE676517-156563	Stora Svantjärnen	Hamrångeån - SE50000	Gävleborg - 21	Gävle - 2180	Bottenhavet	LW	Vattenförekomst	2---	2			
SE691219-153542	Gransjön	Ljungan - SE42000	Västernorrland - 22	Sundsvall - 2281	Bottenhavet	LW	Vattenförekomst	3ML-	3	M	L	
SE692878-133143	Rishöjdtjärnen	Ljusnan - SE48000	Jämtland - 23	Härjedalen - 2361	Bottenhavet	LW	Vattenförekomst	4---	4			
SE707578-160992	Abborrsjön	Gideälven - SE34000	Västernorrland - 22	Örnsköldsvik - 2284	Bottenhavet	LW	Vattenförekomst	3ML-	3	M	L	
SE694207-145511	Bleksjön	Ljungan - SE42000	Västernorrland - 22	Ånge - 2260	Bottenhavet	LW	Vattenförekomst	3-L-	3		L	
SE683419-478257	Hornsjön	Dalälven - SE53000	Gävleborg - 21	Ljusdal - 2161	Bottenhavet	LW	Vattenförekomst	3G--	3	G		
