EU_CD Vatten	Namn Vatten	Huvudavrinningsområde	Län	Kommun(er)	Myndighet	Distrikt	Åtgärdsområde	Vattenkategori	Vattnet är vattenförekomst/övrigt vatten	Allmänna uppgifter	Vattentyp - Sjö	Vattenkategori	Limnisk ekoregion/Kustvattentyp	Djupkategori	Yta	Färg (Humus)	Bakgrundsalkalinitet
SE721737-144267	EJ NAMNGIVEN	Ångermanälven - SE38000	Västerbotten - 24	Vilhelmina - 2462	SE2	SE2	Malgomaj och Kultsjödalen	LW	Vattenförekomst	NV(F)	S1SSNN	S	1	S	S	N	N
SE721826-151418	Svartsjön	Ångermanälven - SE38000	Västerbotten - 24	Vilhelmina - 2462	SE2	SE2	Vojmån och Vapstaälven	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE722156-150755	Gäddsjön	Ångermanälven - SE38000	Västerbotten - 24	Vilhelmina - 2462	SE2	SE2	Vojmån och Vapstaälven	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE722191-146675	Gikasjön	Ångermanälven - SE38000	Västerbotten - 24	Vilhelmina - 2462	SE2	SE2	Malgomaj och Kultsjödalen	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE722209-152150	Långtjärnen	Ångermanälven - SE38000	Västerbotten - 24	Vilhelmina - 2462	SE2	SE2	Vojmån och Vapstaälven	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE722239-151482	Stortjärnen	Ångermanälven - SE38000	Västerbotten - 24	Vilhelmina - 2462	SE2	SE2	Vojmån och Vapstaälven	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE722490-148978	Girisjön	Ångermanälven - SE38000	Västerbotten - 24	Vilhelmina - 2462	SE2	SE2	Vojmån och Vapstaälven	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE722516-149526	EJ NAMNGIVEN	Ångermanälven - SE38000	Västerbotten - 24	Vilhelmina - 2462	SE2	SE2	Vojmån och Vapstaälven	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE722516-151091	Matskantjärnarna	Ångermanälven - SE38000	Västerbotten - 24	Vilhelmina - 2462	SE2	SE2	Vojmån och Vapstaälven	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE722557-150300	Atjiken	Ångermanälven - SE38000	Västerbotten - 24	Vilhelmina - 2462	SE2	SE2	Vojmån och Vapstaälven	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE722794-150684	Stor-Sutsjaure	Ångermanälven - SE38000	Västerbotten - 24	Vilhelmina - 2462	SE2	SE2	Vojmån och Vapstaälven	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE722801-147977	Övre Gailanjaure	Ångermanälven - SE38000	Västerbotten - 24	Vilhelmina - 2462	SE2	SE2	Vojmån och Vapstaälven	LW	Vattenförekomst	NV(F)	S1DSNN	S	1	D	S	N	N
SE722814-143505	Duoranjaureh	Ångermanälven - SE38000	Västerbotten - 24	Vilhelmina - 2462	SE2	SE2	Malgomaj och Kultsjödalen	LW	Vattenförekomst	NV(F)	S1DSNN	S	1	D	S	N	N
SE722837-151008	Jallejaure	Ångermanälven - SE38000	Västerbotten - 24	Vilhelmina - 2462	SE2	SE2	Vojmån och Vapstaälven	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE723065-146574	Ransarn	Ångermanälven - SE38000	Västerbotten - 24	Vilhelmina - 2462	SE2	SE2	Malgomaj och Kultsjödalen	LW	Vattenförekomst	KMV(F)	S2DLNN	S	2	D	L	N	N
SE723105-149866	Krutsjön	Ångermanälven - SE38000	Västerbotten - 24	Vilhelmina - 2462	SE2	SE2	Vojmån och Vapstaälven	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE723434-145555	Stor-Grasan	Ångermanälven - SE38000	Västerbotten - 24	Vilhelmina - 2462	SE2	SE2	Malgomaj och Kultsjödalen	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE723440-143780	Gusjauretje	Ångermanälven - SE38000	Västerbotten - 24	Vilhelmina - 2462	SE2	SE2	Malgomaj och Kultsjödalen	LW	Vattenförekomst	NV(F)	S1DSNN	S	1	D	S	N	N
SE723465-151109	Dikasjön	Ångermanälven - SE38000	Västerbotten - 24	Vilhelmina - 2462	SE2	SE2	Vojmån och Vapstaälven	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE723470-149177	Saksensjön	Ångermanälven - SE38000	Västerbotten - 24	Vilhelmina - 2462	SE2	SE2	Vojmån och Vapstaälven	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE724156-143590	EJ NAMNGIVEN	Vapstälven - SE115000	Västerbotten - 24	Vilhelmina - 2462	SE2	SENO1103	Vojmån och Vapstaälven	LW	Vattenförekomst	NV(F)	S1DSNN	S	1	D	S	N	N
SE724247-147595	Nedre Fättjarn	Ångermanälven - SE38000	Västerbotten - 24	Vilhelmina - 2462	SE2	SE2	Vojmån och Vapstaälven	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE724249-151911	Harrsjön	Ångermanälven - SE38000	Västerbotten - 24	Storuman - 2421	SE2	SE2	Vojmån och Vapstaälven	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE724260-148805	Gismessjön	Ångermanälven - SE38000	Västerbotten - 24	Vilhelmina - 2462	SE2	SE2	Vojmån och Vapstaälven	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE724603-145073	Avasjön	Ångermanälven - SE38000	Västerbotten - 24	Vilhelmina - 2462	SE2	SE2	Vojmån och Vapstaälven	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE724669-148505	Fågelsjön	Ångermanälven - SE38000	Västerbotten - 24	Vilhelmina - 2462	SE2	SE2	Vojmån och Vapstaälven	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE724749-145208	Bleriken	Ångermanälven - SE38000	Västerbotten - 24	Vilhelmina - 2462	SE2	SE2	Vojmån och Vapstaälven	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE724756-146141	Fiansjön	Ångermanälven - SE38000	Västerbotten - 24	Vilhelmina - 2462	SE2	SE2	Vojmån och Vapstaälven	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE725205-146988	Unne Guorta	Ångermanälven - SE38000	Västerbotten - 24	Vilhelmina - 2462	SE2	SE2	Vojmån och Vapstaälven	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE725223-148755	Rättsjön	Vapstälven - SE115000	Västerbotten - 24	Vilhelmina - 2462	SE2	SENO1103	Vojmån och Vapstaälven	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE725250-148219	Gårmsjön	Vapstälven - SE115000	Västerbotten - 24	Vilhelmina - 2462	SE2	SENO1103	Vojmån och Vapstaälven	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE725313-149273	Korpskalltjärnen	Ångermanälven - SE38000	Västerbotten - 24	Vilhelmina - 2462	SE2	SE2	Vojmån och Vapstaälven	LW	Vattenförekomst	NV(F)	S1DSNN	S	1	D	S	N	N
SE725379-148492	Gransjön	Vapstälven - SE115000	Västerbotten - 24	Vilhelmina - 2462	SE2	SENO1103	Vojmån och Vapstaälven	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE725614-146210	Virisen	Vapstälven - SE115000	Västerbotten - 24	Storuman - 2421, Vilhelmina - 2462	SE2	SENO1103	Vojmån och Vapstaälven	LW	Vattenförekomst	NV(F)	S2DLNN	S	2	D	L	N	N
SE725736-144827	Nedre Vapstsjön	Vapstälven - SE115000	Västerbotten - 24	Storuman - 2421, Vilhelmina - 2462	SE2	SENO1103	Vojmån och Vapstaälven	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE725744-145282	Bleriken	Vapstälven - SE115000	Västerbotten - 24	Storuman - 2421, Vilhelmina - 2462	SE2	SENO1103	Vojmån och Vapstaälven	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE725829-145656	Övre Vapstsjön	Vapstälven - SE115000	Västerbotten - 24	Storuman - 2421, Vilhelmina - 2462	SE2	SENO1103	Vojmån och Vapstaälven	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE641983-152158	Kyrksjön	Botorpsströmmen - SE71000	Kalmar - 08	Västervik - 0883	SE4	SE4	Botorpsströmmen	LW	Vattenförekomst	NV(F)	S4SSNN	S	4	S	S	N	N
SE642228-152058	Tynn	Botorpsströmmen - SE71000	Östergötland - 05, Kalmar - 08	Kinda - 0513, Västervik - 0883	SE4	SE4	Botorpsströmmen	LW	Vattenförekomst	NV(F)	S4DSNN	S	4	D	S	N	N
SE638085-138862	Mossjön	Lagan - SE98000	Jönköping - 06	Vaggeryd - 0665	SE5	SE5	Lagan	LW	Vattenförekomst	NV(F)	S7DSYN	S	7	D	S	Y	N
SE625184-144083	Mien	Mieån - SE85000	Kronoberg - 07	Tingsryd - 0763	SE4	SE4	Mieån	LW	Vattenförekomst	NV(F)	S4DLNN	S	4	D	L	N	N
SE644188-154523	Rammsjön	Vindån - SE69000	Östergötland - 05, Kalmar - 08	Valdemarsvik - 0563, Västervik - 0883	SE4	SE4	Vindån	LW	Vattenförekomst	NV(R)	S4DSYN	S	4	D	S	Y	N
SE654188-154289	Veckeln	Nyköpingsån - SE65000	Södermanland - 04	Flen - 0482, Katrineholm - 0483	SE3	SE3	Nyköpingsån	LW	Vattenförekomst	NV(F)	S4DSYN	S	4	D	S	Y	N
SE638280-144298	Nömmen	Emån - SE74000	Jönköping - 06	Nässjö - 0682, Vetlanda - 0685	SE4	SE4	Emån	LW	Vattenförekomst	NV(F)	S7DLYN	S	7	D	L	Y	N
SE641603-144848	Försjön	Motala ström - SE67000	Jönköping - 06	Aneby - 0604	SE4	SE4	Motalaström sydvästra	LW	Vattenförekomst	NV(F)	S7DSNN	S	7	D	S	N	N
SE631325-142519	Dansjön	Mörrumsån - SE86000	Kronoberg - 07	Alvesta - 0764	SE4	SE4	Mörrumsån	LW	Vattenförekomst	NV(F)	S4SSYN	S	4	S	S	Y	N
SE644096-154024	Vindommen	Vindån - SE69000	Östergötland - 05, Kalmar - 08	Valdemarsvik - 0563, Västervik - 0883, Åtvidaberg - 0561	SE4	SE4	Vindån	LW	Vattenförekomst	NV(F)	S4SLNN	S	4	S	L	N	N
SE668176-157673	Toften	Tämnarån - SE54000	Uppsala - 03	Heby - 0331	SE3	SE3	Tämnarån	LW	Vattenförekomst	NV(F)	S4SSYN	S	4	S	S	Y	N
SE657972-146459	Lången södra	Norrström - SE61000	Örebro - 18	Örebro - 1880	SE3	SE3	Hjälmaren	LW	Vattenförekomst	NV(F)	S4SSYN	S	4	S	S	Y	N
SE632490-144339	Sörabysjön	Mörrumsån - SE86000	Kronoberg - 07	Växjö - 0780	SE4	SE4	Mörrumsån	LW	Vattenförekomst	NV(F)	S4SSYN	S	4	S	S	Y	N
SE633438-130484	Björkasjö	Kustområde - SE103104	Halland - 13	Falkenberg - 1382	SE5	SE5	Törlan, Uttran och Ramsjö kanal (TUR)	LW	Vattenförekomst	NV(F)	S6DSYN	S	6	D	S	Y	N
SE622731-136920	Finjasjön	Helge å - SE88000	Skåne - 12	Hässleholm - 1293	SE4	SE4	Helgeå	LW	Vattenförekomst	NV(F)	S5SLYN	S	5	S	L	Y	N
SE662910-150724	Långbjörken	Norrström - SE61000	Västmanland - 19	Skinnskatteberg - 1904	SE3	SE3	Hedströmmen	LW	Vattenförekomst	NV(F)	S3DSYN	S	3	D	S	Y	N
SE653034-154584	Yngaren	Nyköpingsån - SE65000	Södermanland - 04	Flen - 0482, Katrineholm - 0483, Nyköping - 0480	SE3	SE3	Nyköpingsån	LW	Vattenförekomst	NV(F)	S4DLNN	S	4	D	L	N	N
SE652585-126249	Hagesjön	Enningdalsälven - SE112000	Västra Götaland - 14	Tanum - 1435	SE5	SENO5101	Enningdalsälven	LW	Vattenförekomst	NV(F)	S6DSYN	S	6	D	S	Y	N
SE665309-146190	Simmelsjön	Norrström - SE61000	Örebro - 18	Ljusnarsberg - 1864	SE3	SE3	Kolbäcksån	LW	Vattenförekomst	NV(F)	S2DSYN	S	2	D	S	Y	N
SE632748-130965	Ätraforsdammen	Ätran - SE103000	Halland - 13	Falkenberg - 1382	SE5	SE5	Ätran	LW	Vattenförekomst	KMV(F)	S6SSYN	S	6	S	S	Y	N
SE655695-142624	Stor-Björken	Norrström - SE61000	Örebro - 18	Degerfors - 1862	SE3	SE3	Svartån till Hjälmaren	LW	Vattenförekomst	NV(F)	S4DSYN	S	4	D	S	Y	N
SE639243-128795	Västra Ingsjön	Kungsbackaån - SE107000	Västra Götaland - 14	Härryda - 1401, Mark - 1463, Mölndal - 1481	SE5	SE5	Kungsbackaån	LW	Vattenförekomst	NV(F)	S6DSYN	S	6	D	S	Y	N
SE626748-134007	Storesjö	Lagan - SE98000	Halland - 13	Laholm - 1381	SE5	SE5	Lagan	LW	Vattenförekomst	NV(F)	S6DSYN	S	6	D	S	Y	N
SE625910-146948	Stensjön	Kustområde - SE81082	Blekinge - 10, Kronoberg - 07	Ronneby - 1081, Tingsryd - 0763	SE4	SE4	Listerbyån/Angelån	LW	Vattenförekomst	NV(F)	S4SSYN	S	4	S	S	Y	N
SE638700-127393	Sandsjö	Kustområde - SE107108	Halland - 13, Västra Götaland - 14	Kungsbacka - 1384, Mölndal - 1481	SE5	SE5	Kustnära områden (mellan)	LW	Vattenförekomst	NV(F)	S6DSNN	S	6	D	S	N	N
SE654364-149190	Ölångssjön	Nyköpingsån - SE65000	Södermanland - 04, Örebro - 18	Vingåker - 0428, Örebro - 1880	SE3	SE3	Nyköpingsån	LW	Vattenförekomst	NV(F)	S4DSYN	S	4	D	S	Y	N
SE630732-135868	Yasjön	Lagan - SE98000	Halland - 13, Kronoberg - 07	Hylte - 1315, Ljungby - 0781	SE5	SE5	Lagan	LW	Vattenförekomst	NV(F)	S6DSYN	S	6	D	S	Y	N
SE647072-128452	Öresjö	Bäveån - SE109000	Västra Götaland - 14	Lilla Edet - 1462, Trollhättan - 1488, Vänersborg - 1487	SE5	SE5	Bäveån	LW	Vattenförekomst	NV(F)	S6DLNN	S	6	D	L	N	N
SE653202-157022	Kappstasjön	Svärtaån - SE64000	Södermanland - 04	Nyköping - 0480	SE3	SE3	Svärtaån	LW	Vattenförekomst	NV(F)	S4DSYN	S	4	D	S	Y	N
SE646146-127403	Stora Skarsjön	Kustområde - SE108109	Västra Götaland - 14	Uddevalla - 1485	SE5	SE5	Kustnära områden (norr)	LW	Vattenförekomst	NV(F)	S6DSYN	S	6	D	S	Y	N
SE663919-166636	Bottenfjärden	Broströmmen - SE58000	Stockholm - 01	Norrtälje - 0188	SE3	SE3	Broströmmen, Norrtäljeån och Norräljeviken	LW	Vattenförekomst	NV(F)	S4SSNY	S	4	S	S	N	Y
SE663958-161511	Funbosjön	Norrström - SE61000	Uppsala - 03	Uppsala - 0380	SE3	SE3	Fyrisån	LW	Vattenförekomst	NV(F)	S4SSYY	S	4	S	S	Y	Y
SE653790-152445	Djulösjön	Nyköpingsån - SE65000	Södermanland - 04	Katrineholm - 0483	SE3	SE3	Nyköpingsån	LW	Vattenförekomst	NV(F)	S4DSNN	S	4	D	S	N	N
SE650571-151826	Ågelsjön	Kustområde - SE66067	Östergötland - 05	Norrköping - 0581	SE4	SE4	Nedre Motalaström	LW	Vattenförekomst	NV(R)	S4DSYN	S	4	D	S	Y	N
SE637263-151504	Ver	Virån - SE73000	Kalmar - 08	Hultsfred - 0860	SE4	SE4	Virån-Oskarshamn	LW	Vattenförekomst	NV(F)	S4SSYN	S	4	S	S	Y	N
SE646192-152156	Borken	Söderköpingsån - SE68000	Östergötland - 05	Åtvidaberg - 0561	SE4	SE4	Söderköpingsån och Slätbaken	LW	Vattenförekomst	NV(R)	S4DSNN	S	4	D	S	N	N
SE652550-143790	Örkaggen	Motala ström - SE67000	Örebro - 18	Askersund - 1882	SE4	SE4	Vättern	LW	Vattenförekomst	NV(F)	S4DSNN	S	4	D	S	N	N
SE648677-141864	Kyrksjön	Motala ström - SE67000	Västra Götaland - 14	Karlsborg - 1446	SE4	SE4	Vättern	LW	Vattenförekomst	NV(F)	S4DSYN	S	4	D	S	Y	N
SE624373-147299	Sännen	Kustområde - SE81082	Blekinge - 10	Karlskrona - 1080, Ronneby - 1081	SE4	SE4	Listerbyån/Angelån	LW	Vattenförekomst	NV(F)	S4SSNN	S	4	S	S	N	N
SE640273-154440	Hjorten	Kustområde - SE70071	Kalmar - 08	Västervik - 0883	SE4	SE4	Västervik-Loftahammar	LW	Vattenförekomst	NV(F)	S4DSNN	S	4	D	S	N	N
SE646681-140779	Mullsjön	Motala ström - SE67000	Västra Götaland - 14	Hjo - 1497	SE4	SE4	Vättern	LW	Vattenförekomst	NV(F)	S4SSYN	S	4	S	S	Y	N
SE634771-152976	Hammarsjön	Emån - SE74000	Kalmar - 08	Oskarshamn - 0882	SE4	SE4	Emån	LW	Vattenförekomst	NV(F)	S4SSYN	S	4	S	S	Y	N
SE653899-147535	Glottrasjön	Motala ström - SE67000	Örebro - 18	Hallsberg - 1861	SE4	SE4	Finspångsåarna	LW	Vattenförekomst	NV(F)	S4SSYN	S	4	S	S	Y	N
SE636541-151446	Illern	Virån - SE73000	Kalmar - 08	Hultsfred - 0860, Oskarshamn - 0882	SE4	SE4	Virån-Oskarshamn	LW	Vattenförekomst	NV(F)	S4DSNN	S	4	D	S	N	N
SE637433-154830	Götemar	Kustområde - SE72073	Kalmar - 08	Oskarshamn - 0882	SE4	SE4	Marströmmen-Misterhult-Riskeboån	LW	Vattenförekomst	NV(F)	S4DSNN	S	4	D	S	N	N
SE643916-150633	Galmern	Motala ström - SE67000	Östergötland - 05	Kinda - 0513	SE4	SE4	Stångån	LW	Vattenförekomst	NV(R)	S4DSYN	S	4	D	S	Y	N
SE628111-149232	Skärsjön	Lyckebyån - SE80000	Kalmar - 08	Emmaboda - 0862, Nybro - 0881	SE4	SE4	Lyckebyån	LW	Vattenförekomst	NV(F)	S4SSNN	S	4	S	S	N	N
SE636957-144811	Tjurken	Emån - SE74000	Jönköping - 06	Vetlanda - 0685	SE4	SE4	Emån	LW	Vattenförekomst	NV(F)	S4DSYN	S	4	D	S	Y	N
SE631309-134951	Södra Färgen	Nissan - SE101000	Halland - 13	Hylte - 1315	SE5	SE5	Nissan	LW	Vattenförekomst	NV(F)	S6DSYN	S	6	D	S	Y	N
SE670108-161862	Skälsjön	Forsmarksån - SE55000	Uppsala - 03	Tierp - 0360	SE3	SE3	Forsmarksån	LW	Vattenförekomst	NV(F)	S4SSYY	S	4	S	S	Y	Y
SE634979-144241	Skärsjön	Emån - SE74000	Jönköping - 06	Vetlanda - 0685	SE4	SE4	Emån	LW	Vattenförekomst	NV(F)	S7DSYN	S	7	D	S	Y	N
SE644821-151033	Nedre Virken	Storån - SE70000	Östergötland - 05	Åtvidaberg - 0561	SE4	SE4	Storån vid Åtvidaberg	LW	Vattenförekomst	NV(R)	S4DSYN	S	4	D	S	Y	N
SE627285-144615	Hyllen	Bräkneån - SE84000	Kronoberg - 07	Tingsryd - 0763	SE4	SE4	Bräkneån	LW	Vattenförekomst	NV(F)	S4SSNN	S	4	S	S	N	N
SE632231-134552	Nissan (Damm uppströms Hyltebruk)	Nissan - SE101000	Halland - 13	Hylte - 1315	SE5	SE5	Nissan	LW	Vattenförekomst	KMV(F)	S6SSYN	S	6	S	S	Y	N
SE650993-127726	Häresjön	Örekilsälven - SE110000	Västra Götaland - 14	Färgelanda - 1439	SE5	SE5	Örekilsälven	LW	Vattenförekomst	NV(F)	S6DSYN	S	6	D	S	Y	N
SE628222-144212	Lidhemssjön	Mörrumsån - SE86000	Kronoberg - 07	Tingsryd - 0763, Växjö - 0780	SE4	SE4	Mörrumsån	LW	Vattenförekomst	NV(F)	S4SSYN	S	4	S	S	Y	N
SE648526-123678	Lilla Dalevatten	Kustområde - SE110111	Västra Götaland - 14	Sotenäs - 1427	SE5	SE5	Kustnära områden (norr)	LW	Vattenförekomst	NV(F)	S6DSYN	S	6	D	S	Y	N
SE623809-144109	Bredagyl	Mieån - SE85000	Blekinge - 10	Karlshamn - 1082	SE4	SE4	Mieån	LW	Vattenförekomst	NV(F)	S5DSNN	S	5	D	S	N	N
SE665508-153620	Storljusen	Norrström - SE61000	Västmanland - 19	Sala - 1981	SE3	SE3	Sagån	LW	Vattenförekomst	NV(F)	S4DSNN	S	4	D	S	N	N
SE660825-154247	Mälaren-Västeråshamnomr	Norrström - SE61000	Västmanland - 19	Västerås - 1980	SE3	SE3	Västeråshamnomr-Närområde	LW	Vattenförekomst	KMV(F)	S4DSYN	S	4	D	S	Y	N
SE641089-142422	Stora Nätaren	Motala ström - SE67000	Jönköping - 06	Jönköping - 0680	SE4	SE4	Vättern	LW	Vattenförekomst	NV(F)	S7DSYN	S	7	D	S	Y	N
SE633118-140608	Lången	Lagan - SE98000	Jönköping - 06	Värnamo - 0683	SE5	SE5	Lagan	LW	Vattenförekomst	NV(F)	S6DSYN	S	6	D	S	Y	N
SE626842-147473	Flaken	Nättrabyån - SE81000	Kalmar - 08, Kronoberg - 07	Emmaboda - 0862, Tingsryd - 0763	SE4	SE4	Nättrabyån	LW	Vattenförekomst	NV(F)	S4SSNN	S	4	S	S	N	N
SE655562-156992	Övre Gällringen	Trosaån - SE63000	Södermanland - 04	Gnesta - 0461	SE3	SE3	Trosaån	LW	Vattenförekomst	NV(F)	S4DSYN	S	4	D	S	Y	N
SE655797-156309	Dunkern	Nyköpingsån - SE65000	Södermanland - 04	Flen - 0482, Gnesta - 0461	SE3	SE3	Nyköpingsån	LW	Vattenförekomst	NV(F)	S4DSNN	S	4	D	S	N	N
SE627944-137864	Tuvesjön	Helge å - SE88000	Kronoberg - 07	Ljungby - 0781	SE4	SE4	Helgeå	LW	Vattenförekomst	NV(F)	S4DSNN	S	4	D	S	N	N
SE648610-152098	Asplången	Söderköpingsån - SE68000	Östergötland - 05	Norrköping - 0581, Söderköping - 0582	SE4	SE4	Söderköpingsån och Slätbaken	LW	Vattenförekomst	NV(R)	S4DSYN	S	4	D	S	Y	N
SE641259-135060	Tolken (Ulricehamn)	Viskan - SE105000	Västra Götaland - 14	Borås - 1490, Ulricehamn - 1491	SE5	SE5	Viskan	LW	Vattenförekomst	NV(F)	S7DLNN	S	7	D	L	N	N
SE653620-154581	Långhalsen	Nyköpingsån - SE65000	Södermanland - 04	Flen - 0482, Katrineholm - 0483	SE3	SE3	Nyköpingsån	LW	Vattenförekomst	NV(F)	S4DSNN	S	4	D	S	N	N
SE649553-142029	Viken	Motala ström - SE67000	Västra Götaland - 14	Karlsborg - 1446, Töreboda - 1473	SE4	SE4	Vättern	LW	Vattenförekomst	NV(F)	S4DLYN	S	4	D	L	Y	N
SE654881-157015	Naten	Nyköpingsån - SE65000	Södermanland - 04	Gnesta - 0461	SE3	SE3	Nyköpingsån	LW	Vattenförekomst	NV(F)	S4DSNN	S	4	D	S	N	N
SE669066-162096	Älgsjön	Forsmarksån - SE55000	Uppsala - 03	Östhammar - 0382	SE3	SE3	Forsmarksån	LW	Vattenförekomst	NV(F)	S4SSNY	S	4	S	S	N	Y
SE635637-152669	Storbrå	Virån - SE73000	Kalmar - 08	Oskarshamn - 0882	SE4	SE4	Virån-Oskarshamn	LW	Vattenförekomst	NV(F)	S4SSYN	S	4	S	S	Y	N
SE632727-144170	Öjaren	Mörrumsån - SE86000	Kronoberg - 07	Växjö - 0780	SE4	SE4	Mörrumsån	LW	Vattenförekomst	NV(F)	S4SSYN	S	4	S	S	Y	N
SE658277-149990	Tjurlången	Norrström - SE61000	Västmanland - 19	Arboga - 1984	SE3	SE3	Hjälmaren	LW	Vattenförekomst	NV(F)	S4SSNN	S	4	S	S	N	N
SE625613-145643	Tjurken	Vierydsån - SE83000	Blekinge - 10, Kronoberg - 07	Ronneby - 1081, Tingsryd - 0763	SE4	SE4	Vierydsån	LW	Vattenförekomst	NV(F)	S4SSYN	S	4	S	S	Y	N
SE668535-148497	Gläcken	Norrström - SE61000	Dalarna - 20	Säter - 2082	SE3	SE3	Kolbäcksån	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE655588-144442	Logsjön	Norrström - SE61000	Örebro - 18	Lekeberg - 1814	SE3	SE3	Svartån till Hjälmaren	LW	Vattenförekomst	NV(F)	S4SSYN	S	4	S	S	Y	N
SE635091-150305	Maren	Emån - SE74000	Kalmar - 08	Hultsfred - 0860	SE4	SE4	Emån	LW	Vattenförekomst	NV(F)	S4DSNN	S	4	D	S	N	N
SE638177-134276	Simmesjön	Ätran - SE103000	Västra Götaland - 14	Svenljunga - 1465, Tranemo - 1452	SE5	SE5	Ätran	LW	Vattenförekomst	NV(F)	S6DSYN	S	6	D	S	Y	N
SE642381-152945	Rummen	Kustområde - SE70071	Kalmar - 08	Västervik - 0883	SE4	SE4	Västervik-Loftahammar	LW	Vattenförekomst	NV(F)	S4DSNN	S	4	D	S	N	N
SE665980-146773	Snösjön	Norrström - SE61000	Dalarna - 20	Smedjebacken - 2061	SE3	SE3	Kolbäcksån	LW	Vattenförekomst	NV(F)	S3DSYN	S	3	D	S	Y	N
SE660342-149267	Skedvisjön	Norrström - SE61000	Västmanland - 19	Köping - 1983	SE3	SE3	Nedre Arbogaån	LW	Vattenförekomst	NV(F)	S4DSNN	S	4	D	S	N	N
SE639725-137271	Trehörningen	Ätran - SE103000	Västra Götaland - 14	Tranemo - 1452, Ulricehamn - 1491	SE5	SE5	Ätran	LW	Vattenförekomst	NV(F)	S7SSYN	S	7	S	S	Y	N
SE626473-143260	Havbältesfjorden	Mörrumsån - SE86000	Kronoberg - 07	Tingsryd - 0763	SE4	SE4	Mörrumsån	LW	Vattenförekomst	NV(F)	S4SSYN	S	4	S	S	Y	N
SE652331-150312	Östjuten	Nyköpingsån - SE65000	Östergötland - 05	Finspång - 0562	SE3	SE3	Nyköpingsån	LW	Vattenförekomst	NV(F)	S4DSNN	S	4	D	S	N	N
SE658366-149508	Högsjön	Norrström - SE61000	Västmanland - 19	Arboga - 1984	SE3	SE3	Hjälmaren	LW	Vattenförekomst	NV(F)	S4DSYN	S	4	D	S	Y	N
SE636850-149669	St Hammarsjö	Emån - SE74000	Kalmar - 08	Hultsfred - 0860	SE4	SE4	Emån	LW	Vattenförekomst	NV(F)	S4DSYN	S	4	D	S	Y	N
SE626534-135855	Ängabäcks Dämningsområde	Lagan - SE98000	Kronoberg - 07	Markaryd - 0767	SE5	SE5	Lagan	LW	Vattenförekomst	NV(F)	S6DSYN	S	6	D	S	Y	N
SE668136-144776	Norsen	Norrström - SE61000	Dalarna - 20	Ludvika - 2085	SE3	SE3	Kolbäcksån	LW	Vattenförekomst	NV(F)	S2DSYN	S	2	D	S	Y	N
SE629163-146824	Läen	Ronnebyån - SE82000	Kalmar - 08, Kronoberg - 07	Emmaboda - 0862, Lessebo - 0761	SE4	SE4	Ronnebyån	LW	Vattenförekomst	NV(F)	S4DLYN	S	4	D	L	Y	N
SE644729-146427	Öjaren	Motala ström - SE67000	Östergötland - 05	Boxholm - 0560	SE4	SE4	Motalaström sydvästra	LW	Vattenförekomst	NV(R)	S4DSYY	S	4	D	S	Y	Y
