EU_CD Vatten	Namn Vatten	Huvudavrinningsområde	Län	Kommun(er)	Myndighet	Distrikt	Åtgärdsområde	Vattenkategori	Vattnet är vattenförekomst/övrigt vatten	Tillkomst/härkomst	Vattentyp - Vattendrag	Vattenkategori	Limnisk ekoregion/Kustvattentyp	Avrinningsområde	Färg (Humus)	Bakgrundsalkalinitet
SE720121-159237	SE720121-159237	Umeälven - SE28000	Västerbotten - 24	Storuman - 2421	SE1	SE1	Ume- och Vindelälven med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V2SNN	V	2	S	N	N
SE720984-173258	Martinsbäcken	Kågeälven - SE19000	Västerbotten - 24	Skellefteå - 2482	SE1	SE1	Åby-, Byske- och Kågeälven med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V3LYN	V	3	L	Y	N
SE721172-159891	Gardejaurbäcken	Umeälven - SE28000	Västerbotten - 24	Lycksele - 2481, Storuman - 2421	SE1	SE1	Ume- och Vindelälven med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V2SYN	V	2	S	Y	N
SE722110-162233	SE722110-162233	Umeälven - SE28000	Västerbotten - 24	Lycksele - 2481	SE1	SE1	Ume- och Vindelälven med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V2SYN	V	2	S	Y	N
SE722245-154856	Kvarnbäcken	Umeälven - SE28000	Västerbotten - 24	Storuman - 2421	SE1	SE1	Ume- och Vindelälven med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V2SYN	V	2	S	Y	N
SE722852-168708	Granbergsbäcken	Skellefteälven - SE20000	Västerbotten - 24	Norsjö - 2417, Skellefteå - 2482	SE1	SE1	Skellefteälven med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V2SYN	V	2	S	Y	N
SE723025-162039	Nymyrbäcken	Umeälven - SE28000	Västerbotten - 24	Lycksele - 2481	SE1	SE1	Ume- och Vindelälven med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V2SYN	V	2	S	Y	N
SE723409-176775	SE723409-176775	Kustområde - SE16017	Norrbotten - 25	Piteå - 2581	SE1	SE1	Piteälven med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V3SYN	V	3	S	Y	N
SE723468-152884	SE723468-152884	Umeälven - SE28000	Västerbotten - 24	Storuman - 2421	SE1	SE1	Ume- och Vindelälven med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V2SNN	V	2	S	N	N
SE725082-175079	Svensbyån	Kustområde - SE15016	Norrbotten - 25	Piteå - 2581	SE1	SE1	Piteälven med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V3LYN	V	3	L	Y	N
SE725198-164826	Skellefteälven	Skellefteälven - SE20000	Norrbotten - 25, Västerbotten - 24	Arvidsjaur - 2505, Malå - 2418	SE1	SE1	Skellefteälven med kustvatten	RW	Preliminär vattenförekomst	KMV(R)	V2SNN	V	2	S	N	N
SE725978-172046	Åbyälven	Åbyälven - SE17000	Norrbotten - 25, Västerbotten - 24	Piteå - 2581, Skellefteå - 2482	SE1	SE1	Åby-, Byske- och Kågeälven med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V2LYN	V	2	L	Y	N
SE726199-168300	Krokträskbäcken	Byskeälven - SE18000	Norrbotten - 25	Arvidsjaur - 2505	SE1	SE1	Åby-, Byske- och Kågeälven med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V2SNN	V	2	S	N	N
SE727010-160694	Olsbäcken	Umeälven - SE28000	Västerbotten - 24	Sorsele - 2422	SE1	SE1	Ume- och Vindelälven med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V2SNN	V	2	S	N	N
SE727521-178240	SE727521-178240	Kustområde - SE10011	Norrbotten - 25	Luleå - 2580	SE1	SE1	Fyrkanten med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V3SYN	V	3	S	Y	N
SE728321-158194	SE728321-158194	Umeälven - SE28000	Västerbotten - 24	Sorsele - 2422	SE1	SE1	Ume- och Vindelälven med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V2LNN	V	2	L	N	N
SE728593-154649	Matsorbäcken	Umeälven - SE28000	Västerbotten - 24	Sorsele - 2422	SE1	SE1	Ume- och Vindelälven med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V2LNN	V	2	L	N	N
SE729065-175452	Mattesbäcken	Alterälven - SE12000	Norrbotten - 25	Piteå - 2581	SE1	SE1	Fyrkanten med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V3SYN	V	3	S	Y	N
SE729188-149944	SE729188-149944	Umeälven - SE28000	Västerbotten - 24	Storuman - 2421	SE1	SE1	Ume- och Vindelälven med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V1SNN	V	1	S	N	N
SE729799-827018	Sellingsundet/Holmsundet	Kustområde - SE8009	Norrbotten - 25	Luleå - 2580	SE1	SE1	Råne-Luleälvens med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V3SYN	V	3	S	Y	N
SE729940-156087	SE729940-156087	Umeälven - SE28000	Västerbotten - 24	Sorsele - 2422	SE1	SE1	Ume- och Vindelälven med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V2SNN	V	2	S	N	N
SE730131-158939	SE730131-158939	Skellefteälven - SE20000	Norrbotten - 25	Arjeplog - 2506	SE1	SE1	Skellefteälven med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V2SNN	V	2	S	N	N
SE731507-146842	SE731507-146842	Umeälven - SE28000	Västerbotten - 24	Storuman - 2421	SE1	SE1	Ume- och Vindelälven med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V1LNN	V	1	L	N	N
SE731894-147462	Jirejukke	Umeälven - SE28000	Västerbotten - 24	Storuman - 2421	SE1	SE1	Ume- och Vindelälven med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V1SNN	V	1	S	N	N
SE732751-151038	SE732751-151038	Umeälven - SE28000	Västerbotten - 24	Sorsele - 2422	SE1	SE1	Ume- och Vindelälven med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V1LNN	V	1	L	N	N
SE732955-187631	Sepposenoja	Kustområde - SE1002	Norrbotten - 25	Haparanda - 2583	SE1	SE1TO	Torneälven med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V3SYN	V	3	S	Y	N
SE733418-185701	Myllyoja	Kustområde - SE2003	Norrbotten - 25	Haparanda - 2583	SE1	SE1	Sangisälvens och Keräsjoki med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V3SYN	V	3	S	Y	N
SE733547-180311	Lillån	Vitån - SE6000	Norrbotten - 25	Luleå - 2580	SE1	SE1	Råne-Luleälvens med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V3SYN	V	3	S	Y	N
SE733676-168625	Sikån	Piteälven - SE13000	Norrbotten - 25	Jokkmokk - 2510	SE1	SE1	Piteälven med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V2LNN	V	2	L	N	N
SE734986-156864	Laisaurbäcken	Skellefteälven - SE20000	Norrbotten - 25	Arjeplog - 2506	SE1	SE1	Skellefteälven med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V2SNN	V	2	S	N	N
SE735091-149542	Särngejukke	Umeälven - SE28000	Västerbotten - 24	Sorsele - 2422	SE1	SE1	Ume- och Vindelälven med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V1SNN	V	1	S	N	N
SE742429-177057	Nitsån	Kalixälven - SE4000	Norrbotten - 25	Gällivare - 2523	SE1	SE1	Kalix- och Töreälvens med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V3SYN	V	3	S	Y	N
SE742795-185549	Harrinoja	Torneälven - SE1000	Norrbotten - 25	Övertorneå - 2518	SE1	SE1TO	Torneälven med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V3LYN	V	3	L	Y	N
SE745499-172223	Vassaraälven	Kalixälven - SE4000	Norrbotten - 25	Gällivare - 2523	SE1	SE1	Kalix- och Töreälvens med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V2LNN	V	2	L	N	N
SE745948-172437	Nietsajoki	Kalixälven - SE4000	Norrbotten - 25	Gällivare - 2523	SE1	SE1	Kalix- och Töreälvens med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V2SNN	V	2	S	N	N
SE747208-182155	Mertajoki	Torneälven - SE1000	Norrbotten - 25	Pajala - 2521	SE1	SE1TO	Torneälven med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V2SYN	V	2	S	Y	N
SE749780-176378	Rautajoki	Kalixälven - SE4000	Norrbotten - 25	Kiruna - 2584	SE1	SE1	Kalix- och Töreälvens med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V2SNN	V	2	S	N	N
SE753812-168098	Pahtajoki	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V2SNN	V	2	S	N	N
SE754481-168201	Rautasälven	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	SE1	SE1TO	Torneälven med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V2SNN	V	2	S	N	N
SENO665263-130646	Billan	Göta älv - SE108000	Värmland - 17, Hedmark - N4	Eda - 1730, Eidskog - N420	SE5	SE5	Byälven	RW	Preliminär vattenförekomst	NV(R)	V3LYN	V	3	L	Y	N
SENO665618-128547	Buåa	Göta älv - SE108000	Värmland - 17, Hedmark - N4	Eda - 1730, Eidskog - N420	SE5	SE5	Byälven	RW	Preliminär vattenförekomst	NV(R)	V3SYN	V	3	S	Y	N
SENO672350-132162	Nordån	Göta älv - SE108000	Värmland - 17, Hedmark - N4	Torsby - 1737, Åsnes - N425	SE5	SE5	Norsälven	RW	Preliminär vattenförekomst	NV(R)	V2SYN	V	2	S	Y	N
SENO676874-354013	Skjeftbekken	Göta älv - SE108000	Värmland - 17, Hedmark - N4	Torsby - 1737, Trysil - N428	SE5	SE5	Klarälven	RW	Preliminär vattenförekomst	NV(R)	V2SYN	V	2	S	Y	N
SENO678805-133483	Gröna	Göta älv - SE108000	Dalarna - 20, Hedmark - N4	Malung-Sälen - 2023, Trysil - N428	SE5	SE5	Klarälven	RW	Preliminär vattenförekomst		V----	V				
SENO679539-134083	Näran	Dalälven - SE53000	Dalarna - 20, Hedmark - N4	Malung-Sälen - 2023, Trysil - N428	SE2	SE2	Klarälven;Övre Österdalälven	RW	Preliminär vattenförekomst		-----					
SENO684012-131624	Drevja	Dalälven - SE53000	Hedmark - N4, Dalarna - 20	Trysil - N428, Älvdalen - 2039	NO0100	SE2	Övre Österdalälven	RW	Preliminär vattenförekomst		V----	V				
SENO685835-130783	SENO685835-130783	Dalälven - SE53000	Hedmark - N4, Dalarna - 20	Engerdal - N434, Älvdalen - 2039	NO0100	SE2	Övre Österdalälven	RW	Preliminär vattenförekomst		-----					
SENO688957-131680	SENO688957-131680	Dalälven - SE53000	Hedmark - N4, Dalarna - 20	Engerdal - N434, Älvdalen - 2039	NO0100	SE2	Övre Österdalälven	RW	Preliminär vattenförekomst		-----					
SENO701421-131235	Ranglan	Indalsälven - SE40000	Nord-Trøndelag - N17, Sør-Trøndelag - N16, Jämtland - 23	Meråker - N1711, Tydal - N1665, Åre - 2321	NO0100	SE2	Övre Indalsälven	RW	Preliminär vattenförekomst		-----					
SENO710687-134469	Gannan	Indalsälven - SE40000	Nord-Trøndelag - N17, Jämtland - 23	Snåsa - N1736, Åre - 2321	NO1600	SE2	Övre Indalsälven	RW	Preliminär vattenförekomst		-----					
SENO711186-137145	Björkvattsån	Indalsälven - SE40000	Nord-Trøndelag - N17, Jämtland - 23	Snåsa - N1736, Åre - 2321	SE2	SE2	Övre Indalsälven	RW	Preliminär vattenförekomst		-----					
SENO717026-139807	SENO717026-139807	Ångermanälven - SE38000	Nord-Trøndelag - N17, Jämtland - 23	Lierne - N1738, Strömsund - 2313	SE2	SE2	Ström	RW	Preliminär vattenförekomst		-----					
SENO717351-139955	Ån från Tunsjoen	Ångermanälven - SE38000	Nord-Trøndelag - N17, Jämtland - 23	Lierne - N1738, Strömsund - 2313	NO1600	SE2	Ström	RW	Preliminär vattenförekomst		-----					
SENO720331-141634	SENO720331-141634	Ångermanälven - SE38000	Nord-Trøndelag - N17, Jämtland - 23	Røyrvik - N1739, Strömsund - 2313	SE2	SE2	Ström	RW	Preliminär vattenförekomst		-----					
SENO733459-144187	SENO733459-144187	Umeälven - SE28000	Nordland - N18, Västerbotten - 24	Rana - N1833, Storuman - 2421	SE1	SE1	Ume- och Vindelälven med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V2SNN	V	2	S	N	N
SENO733762-145572	SENO733762-145572	Umeälven - SE28000	Nordland - N18, Västerbotten - 24	Rana - N1833, Storuman - 2421	SE1	SE1	Ume- och Vindelälven med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V1SNN	V	1	S	N	N
SENO746811-553680	SENO746811-553680	Luleälven - SE9000	Norrbotten - 25, Nordland - N18	Jokkmokk - 2510, Sørfold - N1845	NO1800	SE1	Råne-Luleälvens med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V1SNN	V	1	S	N	N
SENO749841-152854	Kaisatjjåkkå	Luleälven - SE9000	Nordland - N18, Norrbotten - 25	Hamarøy - N1849, Jokkmokk - 2510	SE1	SE1	Råne-Luleälvens med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V1SNN	V	1	S	N	N
SENO753402-154158	Rikkejåkkå	Luleälven - SE9000	Norrbotten - 25, Nordland - N18	Jokkmokk - 2510, Tysfjord - N1850	SE1	SE1	Råne-Luleälvens med kustvatten	RW	Preliminär vattenförekomst	NV(R)	V1SNN	V	1	S	N	N
SE640259-129254	Tvärån	Göta älv - SE108000	Västra Götaland - 14	Härryda - 1401	SE5	SE5	Mölndalsån	RW	Vattenförekomst	NV(F)	V6SNN	V	6	S	N	N
SE640429-129647	Dala å	Göta älv - SE108000	Västra Götaland - 14	Härryda - 1401, Lerum - 1441	SE5	SE5	Mölndalsån	RW	Vattenförekomst	NV(F)	V6SNN	V	6	S	N	N
SE654067-128504	Stenebyälven	Göta älv - SE108000	Västra Götaland - 14	Dals-Ed - 1438	SE5	SE5	Upperudsälven	RW	Vattenförekomst	NV(F)	V6LYN	V	6	L	Y	N
SE655869-128301	Årbolsälven	Göta älv - SE108000	Västra Götaland - 14	Bengtsfors - 1460, Dals-Ed - 1438	SE5	SE5	Upperudsälven	RW	Vattenförekomst	NV(F)	V6SYN	V	6	S	Y	N
SE655296-128660	Holtaneälven	Göta älv - SE108000	Västra Götaland - 14	Bengtsfors - 1460, Dals-Ed - 1438	SE5	SE5	Upperudsälven	RW	Vattenförekomst	NV(F)	V6SNN	V	6	S	N	N
SE642919-128669	Forsån	Göta älv - SE108000	Västra Götaland - 14	Ale - 1440	SE5	SE5	Göta älv huvudfåra	RW	Vattenförekomst	NV(F)	V6SYN	V	6	S	Y	N
SE643319-133085	Sällerhögsån	Göta älv - SE108000	Västra Götaland - 14	Vårgårda - 1442	SE5	SE5	Säveån	RW	Vattenförekomst	NV(F)	V6SYN	V	6	S	Y	N
SE643694-132750	Lillån - sammanflödet med Änskån till Kvinnestadsjön utlopp	Göta älv - SE108000	Västra Götaland - 14	Vårgårda - 1442	SE5	SE5	Säveån	RW	Vattenförekomst	NV(F)	V6SYN	V	6	S	Y	N
SE643347-133289	Änskån - Grude till Baggebol	Göta älv - SE108000	Västra Götaland - 14	Herrljunga - 1466, Vårgårda - 1442	SE5	SE5	Säveån	RW	Vattenförekomst	NV(F)	V6SYN	V	6	S	Y	N
SE642216-131250	Lygnöå och Störtaredsån	Göta älv - SE108000	Västra Götaland - 14	Alingsås - 1489, Vårgårda - 1442	SE5	SE5	Säveån	RW	Vattenförekomst	NV(F)	V6SYN	V	6	S	Y	N
SE647123-131621	Nossan - Eklanda till Grästorp	Göta älv - SE108000	Västra Götaland - 14	Grästorp - 1444	SE5	SE5	Nossan	RW	Vattenförekomst	NV(F)	V6LYN	V	6	L	Y	N
SE645943-131855	Nossan - Jonslund till Eklanda	Göta älv - SE108000	Västra Götaland - 14	Essunga - 1445, Grästorp - 1444	SE5	SE5	Nossan	RW	Vattenförekomst	NV(F)	V6LYY	V	6	L	Y	Y
SE646313-129933	Lerumsån - sammanflödet Visslaån och Lerån / järnvägsbron till Skalltorp	Göta älv - SE108000	Västra Götaland - 14	Trollhättan - 1488	SE5	SE5	Göta älv huvudfåra	RW	Vattenförekomst	NV(F)	V6LYN	V	6	L	Y	N
SE654319-140181	Gullspångsälven	Göta älv - SE108000	Västra Götaland - 14	Gullspång - 1447	SE5	SE5	Gullspångsälven	RW	Vattenförekomst	KMV(F)	V6LNN	V	6	L	N	N
SE655296-129009	Årbolsälven	Göta älv - SE108000	Västra Götaland - 14	Bengtsfors - 1460	SE5	SE5	Upperudsälven	RW	Vattenförekomst	NV(F)	V6SYN	V	6	S	Y	N
SE656312-129636	SE656312-129636	Göta älv - SE108000	Västra Götaland - 14	Bengtsfors - 1460	SE5	SE5	Upperudsälven	RW	Vattenförekomst	NV(F)	V6SNN	V	6	S	N	N
SE654686-129570	Upperudsälven	Göta älv - SE108000	Västra Götaland - 14	Bengtsfors - 1460	SE5	SE5	Upperudsälven	RW	Vattenförekomst	NV(F)	V6LNN	V	6	L	N	N
SE655623-130071	Solviksälven	Göta älv - SE108000	Västra Götaland - 14	Bengtsfors - 1460	SE5	SE5	Upperudsälven	RW	Vattenförekomst	NV(F)	V6SYN	V	6	S	Y	N
SE656981-128887	Karlsforsälven	Göta älv - SE108000	Västra Götaland - 14, Värmland - 17	Bengtsfors - 1460, Årjäng - 1765	SE5	SE5	Upperudsälven	RW	Vattenförekomst	NV(F)	V6LNN	V	6	L	N	N
SE650347-130118	Krokån - Dälpans inflöde till Kolåns inflöde	Göta älv - SE108000	Västra Götaland - 14	Mellerud - 1461	SE5	SE5	Dalbergså och Holmsån	RW	Vattenförekomst	NV(F)	V6LYN	V	6	L	Y	N
SE650192-130236	Krokån - sammanflödet med Frändeforsån till Dälpans inflöde	Göta älv - SE108000	Västra Götaland - 14	Mellerud - 1461	SE5	SE5	Dalbergså och Holmsån	RW	Vattenförekomst	NV(F)	V6LYN	V	6	L	Y	N
SE651211-129611	Storån / Stampälven - mellan Öresjön och Kabbosjön	Göta älv - SE108000	Västra Götaland - 14	Mellerud - 1461	SE5	SE5	Dalbergså och Holmsån	RW	Vattenförekomst	NV(F)	V6LYN	V	6	L	Y	N
SE653171-130136	Hammelsströmmen	Göta älv - SE108000	Västra Götaland - 14	Bengtsfors - 1460, Mellerud - 1461	SE5	SE5	Upperudsälven	RW	Vattenförekomst	NV(F)	V6SYN	V	6	S	Y	N
SE652999-130656	SE652999-130656	Göta älv - SE108000	Västra Götaland - 14	Mellerud - 1461, Åmål - 1492	SE5	SE5	Upperudsälven	RW	Vattenförekomst	NV(F)	V6SNN	V	6	S	N	N
SE645779-128741	Slumpån - mynningen till Lillån / Sjuntorp	Göta älv - SE108000	Västra Götaland - 14	Lilla Edet - 1462, Trollhättan - 1488	SE5	SE5	Göta älv huvudfåra	RW	Vattenförekomst	NV(F)	V6LYN	V	6	L	Y	N
SE642805-134407	Nolån - mellan Sämsjön och Sandsken	Göta älv - SE108000	Västra Götaland - 14	Herrljunga - 1466	SE5	SE5	Nossan	RW	Vattenförekomst	NV(F)	V7SYN	V	7	S	Y	N
SE643933-135124	Lidan - Eriksberg till Bragnum	Göta älv - SE108000	Västra Götaland - 14	Falköping - 1499, Herrljunga - 1466	SE5	SE5	Lidan	RW	Vattenförekomst	NV(F)	V6LYY	V	6	L	Y	Y
SE646840-133238	Afsån - Uvered till Vara	Göta älv - SE108000	Västra Götaland - 14	Lidköping - 1494, Vara - 1470	SE5	SE5	Lidan	RW	Vattenförekomst	NV(F)	V6LYY	V	6	L	Y	Y
SE648517-132936	Storebergsån - mynningen i Vänern till Almetorp	Göta älv - SE108000	Västra Götaland - 14	Lidköping - 1494	SE5	SE5	Vänern och dess närområden	RW	Vattenförekomst	NV(F)	V6SYN	V	6	S	Y	N
SE649157-136614	Silån	Göta älv - SE108000	Västra Götaland - 14	Götene - 1471, Skara - 1495	SE5	SE5	Sjöråsån, Mariedalsån och Öredalsån	RW	Vattenförekomst	NV(F)	V6LYY	V	6	L	Y	Y
SE649351-137237	Svartån - Kinne-Vedum till Vristulvens utlopp	Göta älv - SE108000	Västra Götaland - 14	Götene - 1471, Mariestad - 1493, Skövde - 1496	SE5	SE5	Sjöråsån, Mariedalsån och Öredalsån	RW	Vattenförekomst	NV(F)	V6SYY	V	6	S	Y	Y
SE651454-139227	Hasslebäcken	Göta älv - SE108000	Västra Götaland - 14	Mariestad - 1493, Töreboda - 1473	SE5	SE5	Friaån	RW	Vattenförekomst	NV(F)	V6SYY	V	6	S	Y	Y
SE642012-126863	Nordre Älv	Kustområde - SE108109	Västra Götaland - 14	Göteborg - 1480, Kungälv - 1482	SE5	SE5	Göta älv huvudfåra	RW	Vattenförekomst	NV(F)	V6LYN	V	6	L	Y	N
SE648674-128900	Futtenkanalen	Göta älv - SE108000	Västra Götaland - 14	Vänersborg - 1487	SE5	SE5	Dalbergså och Holmsån	RW	Vattenförekomst	NV(F)	V6LYN	V	6	L	Y	N
SE649715-130429	Lillån	Göta älv - SE108000	Västra Götaland - 14	Mellerud - 1461, Vänersborg - 1487	SE5	SE5	Dalbergså och Holmsån	RW	Vattenförekomst	NV(F)	V6SYN	V	6	S	Y	N
SE645474-128996	Lillån - Rommele till Gravlången	Göta älv - SE108000	Västra Götaland - 14	Trollhättan - 1488	SE5	SE5	Göta älv huvudfåra	RW	Vattenförekomst	NV(F)	V6SYN	V	6	S	Y	N
SE645079-131022	Mellbyån - mynningen i Anten till källområdena	Göta älv - SE108000	Västra Götaland - 14	Alingsås - 1489	SE5	SE5	Säveån	RW	Vattenförekomst	NV(F)	V6SYN	V	6	S	Y	N
SE641285-137147	Tidan - mellan Jogen och Strängseredssjön	Göta älv - SE108000	Västra Götaland - 14	Ulricehamn - 1491	SE5	SE5	Tidan	RW	Vattenförekomst	NV(F)	V7SYN	V	7	S	Y	N
SE642818-134927	Lidan - Sjögården till Eriksberg	Göta älv - SE108000	Västra Götaland - 14	Herrljunga - 1466, Ulricehamn - 1491	SE5	SE5	Lidan	RW	Vattenförekomst	NV(F)	V7SYN	V	7	S	Y	N
SE653293-130667	SE653293-130667	Göta älv - SE108000	Västra Götaland - 14	Åmål - 1492	SE5	SE5	Upperudsälven	RW	Vattenförekomst	NV(F)	V6SNN	V	6	S	N	N
SE655229-130857	Snäcke kanal	Göta älv - SE108000	Västra Götaland - 14	Åmål - 1492	SE5	SE5	Upperudsälven	RW	Vattenförekomst	NV(F)	V6SNN	V	6	S	N	N
SE649512-138820	Tidan - Per-Lars gård till Östens utlopp	Göta älv - SE108000	Västra Götaland - 14	Mariestad - 1493	SE5	SE5	Tidan	RW	Vattenförekomst	NV(F)	V6LYN	V	6	L	Y	N
SE650558-138755	Tidan - Mariestad till Knutstorp	Göta älv - SE108000	Västra Götaland - 14	Mariestad - 1493	SE5	SE5	Tidan	RW	Vattenförekomst	NV(F)	V6LYY	V	6	L	Y	Y
SE648095-133882	Lidan - Torp till Skofteby	Göta älv - SE108000	Västra Götaland - 14	Lidköping - 1494	SE5	SE5	Lidan	RW	Vattenförekomst	NV(F)	V6LYY	V	6	L	Y	Y
SE646591-134690	Jungån	Göta älv - SE108000	Västra Götaland - 14	Falköping - 1499, Lidköping - 1494, Vara - 1470	SE5	SE5	Lidan	RW	Vattenförekomst	NV(F)	V6LYY	V	6	L	Y	Y
SE649031-139609	Skeppsbrobäcken	Göta älv - SE108000	Västra Götaland - 14	Skövde - 1496	SE5	SE5	Tidan	RW	Vattenförekomst	NV(F)	V6SYN	V	6	S	Y	N
SE647629-138934	Ösan - från strax uppströms väg 49 till Karstorp	Göta älv - SE108000	Västra Götaland - 14	Skövde - 1496	SE5	SE5	Tidan	RW	Vattenförekomst	NV(F)	V6LYN	V	6	L	Y	N
SE645349-139581	Yan	Göta älv - SE108000	Västra Götaland - 14	Hjo - 1497, Tidaholm - 1498	SE5	SE5	Tidan	RW	Vattenförekomst	NV(F)	V6LYN	V	6	L	Y	N
SE647620-138876	Ömboån	Göta älv - SE108000	Västra Götaland - 14	Skövde - 1496	SE5	SE5	Tidan	RW	Vattenförekomst	NV(F)	V6LYN	V	6	L	Y	N
SE643759-136264	Bäck vid Ripelången	Göta älv - SE108000	Västra Götaland - 14	Falköping - 1499	SE5	SE5	Lidan	RW	Vattenförekomst	NV(F)	V7SYN	V	7	S	Y	N
SE644770-136339	Lidan - Tovarp till Falköping	Göta älv - SE108000	Västra Götaland - 14	Falköping - 1499	SE5	SE5	Lidan	RW	Vattenförekomst	NV(F)	V6SYY	V	6	S	Y	Y
SE645816-135784	Bjurumsån	Göta älv - SE108000	Västra Götaland - 14	Falköping - 1499	SE5	SE5	Lidan	RW	Vattenförekomst	NV(F)	V6LYY	V	6	L	Y	Y
SE661412-135040	Bäck från Torpsjön	Göta älv - SE108000	Värmland - 17	Kil - 1715	SE5	SE5	Norsälven	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE660906-134326	Lerbodaälven	Göta älv - SE108000	Värmland - 17	Kil - 1715	SE5	SE5	Borgviksälven	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE660083-135560	Norsälven	Göta älv - SE108000	Värmland - 17	Karlstad - 1780, Kil - 1715	SE5	SE5	Norsälven	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE662902-129133	Hemsjöbäcken	Göta älv - SE108000	Värmland - 17	Eda - 1730	SE5	SE5	Byälven	RW	Vattenförekomst	NV(F)	V3SNN	V	3	S	N	N
SE663921-128711	Byälven	Göta älv - SE108000	Värmland - 17	Eda - 1730	SE5	SE5	Byälven	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE664230-130942	Älgåbäcken	Göta älv - SE108000	Värmland - 17	Eda - 1730	SE5	SE5	Byälven	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE667146-134362	Röjdan	Göta älv - SE108000	Värmland - 17	Torsby - 1737	SE5	SE5	Norsälven	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE668860-134754	Ljusnan	Göta älv - SE108000	Värmland - 17	Torsby - 1737	SE5	SE5	Norsälven	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE669650-137090	Halgån ns Sjöbäcken	Göta älv - SE108000	Värmland - 17	Torsby - 1737	SE5	SE5	Klarälven	RW	Vattenförekomst	NV(F)	V2LYN	V	2	L	Y	N
SE671956-135099	Klarälven ns Likan	Göta älv - SE108000	Värmland - 17	Torsby - 1737	SE5	SE5	Klarälven	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE674337-133316	Klarälven ns Tåsan	Göta älv - SE108000	Värmland - 17	Torsby - 1737	SE5	SE5	Klarälven	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE667444-133296	Grundan	Göta älv - SE108000	Värmland - 17	Torsby - 1737	SE5	SE5	Norsälven	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE667531-134499	Ljusnan	Göta älv - SE108000	Värmland - 17	Torsby - 1737	SE5	SE5	Norsälven	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE668420-133576	Röjdan	Göta älv - SE108000	Värmland - 17	Torsby - 1737	SE5	SE5	Norsälven	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE668669-135829	Östra Jolen	Göta älv - SE108000	Värmland - 17	Torsby - 1737	SE5	SE5	Norsälven	RW	Vattenförekomst	NV(F)	V2SYN	V	2	S	Y	N
